token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59
66,letter,-0.14334592,0.19710518,-0.005478765,0.028621688,0.121342525,-0.055604983,-0.22000016,0.01911398,0.16825078,-0.1787214,0.24420518,0.22107106,-0.09992121,-0.3604131,0.003634705,-0.27939907,0.08311333,0.082608946,0.1625538,-0.076378435,-0.0058406773,0.269548,0.02960681,-0.09569745,0.08415794,0.12666929,0.008531542,0.16498043,-0.07762161,-0.013605334,-0.3561844,0.5212974,0.06330462,0.09453131,0.21138854,0.2728093,0.10207385,-0.12727556,0.08719479,-0.18851171,-0.21713668,-0.09118501,-0.10037694,0.12608017,0.32477427,0.1221026,-0.30350536,-0.059965815,-0.22772965,0.112271585,-0.2793369,-0.11119661,-0.0634603,0.011833707,-0.25551784,0.012055277,-0.24881326,0.02630726,-0.22877558,-0.35796937
67,letter,-0.08437017,0.12037675,-0.018513698,0.07644703,-0.08250794,0.19934659,-0.11749186,-0.04826649,-0.14234611,0.11912788,-0.053354178,-0.08351684,-0.12807052,0.23788959,-0.08514165,-0.26037738,0.05530538,0.058955517,-0.5007739,0.19097172,-0.083022185,-0.15148489,-0.04410131,-0.10559266,0.29490915,0.32522452,0.08087547,0.11791129,-0.013434537,-0.04144973,0.039954435,0.39448345,0.2608254,-0.29198098,0.11119548,0.046452705,-0.28470704,-0.23803438,-0.19363019,-0.11354446,0.13066378,0.17886117,0.15498,0.15837874,-0.05715733,0.2933615,-0.04762653,-0.16109104,-0.69333744,-0.023112152,0.06110558,-0.18963806,-0.1656201,0.24239677,-0.27071357,0.008574817,-0.25980535,-0.20001999,0.49823046,0.11191092
68,letter,0.2844864,0.06551087,-0.14791466,0.025328683,0.061379343,0.06765238,-0.04525069,-0.1872891,0.098815955,-0.1349208,0.030660778,0.117278755,-0.08009801,-0.010804861,0.07620604,0.010099062,-0.32327038,0.03340046,0.1612368,-0.13275583,-0.0011846016,0.01887177,0.21150857,-0.02235013,0.11400499,0.21192133,-0.07252557,-0.09159724,0.035138912,-0.029726183,-0.06332237,0.013146557,0.2529982,0.3273009,-0.0014084807,0.18536939,-0.14675106,0.08707881,0.12814152,-0.07674933,-0.080621116,0.12115197,-0.440386,0.05586754,0.018167302,0.1608798,0.024545942,0.06449663,0.09929769,-0.2234157,-0.020692095,0.08877088,0.094990276,-0.040031232,-0.24285957,0.14579026,-0.27763695,-0.3167264,-0.03350237,0.06421993
69,letter,-0.22999212,0.010249124,-0.04863163,-0.039040018,-0.060558397,-0.060324393,-0.094684854,-0.3191285,-0.027022218,-0.07215016,0.05839121,-0.14100777,0.08730607,0.1206403,0.060774524,-0.04807675,-0.12741709,0.0972283,0.2574699,0.032346252,0.13160385,0.16585085,0.16542906,-0.20185621,0.032616757,0.011148491,0.034420826,0.057493955,-0.05417353,0.07276633,0.085620835,0.377155,0.36880413,0.2115064,-0.18097955,0.11880698,-0.0771509,-0.18126784,0.15742303,0.026938593,0.08201236,-0.026009483,0.14107957,-0.11109838,0.025614282,0.09916934,-0.037010305,0.06584904,-0.06517519,0.059604157,-0.0041933837,-0.11434043,0.09124469,0.2345669,-0.5049132,-0.067746446,-0.3775014,-0.23880352,0.19777194,-0.1584169
70,letter,-0.10116003,0.091625504,-0.09824083,-0.014429031,0.033489585,0.09822277,-0.16694157,-0.008506284,0.26271653,-0.13921022,-0.25212497,-0.32820654,0.027558457,0.19232982,-0.1285536,-0.027789768,-0.088270836,0.041388437,0.069021724,-0.06828253,-0.021982418,0.17294605,0.107161775,-0.0944932,0.020137656,0.2578857,-0.027309768,0.086311705,0.069840305,0.41288468,-0.280979,0.04085903,0.037074104,0.23516858,0.008989816,-0.058556516,0.0038626795,0.08014477,0.27019995,-0.09667642,-0.26555467,0.17674436,-0.28951713,0.13478993,0.11515842,0.00017542571,-0.01563792,-0.13970347,-0.06497509,0.12185475,-0.0505182,-0.19145502,-0.12728617,0.076124385,-0.33608213,-0.05841305,0.026594134,-0.12760167,-0.022348126,0.16343486
71,letter,0.19644597,0.21511045,-0.15377517,-0.07470093,-0.0010624863,0.12766097,-0.26797718,0.08529534,-0.027791904,-0.15919942,0.24400407,-0.13516633,-0.00036230456,-0.24221407,0.13509361,-0.02000335,-0.28087285,0.04424444,-0.002439436,-0.040159926,-0.267291,0.31276685,0.057477914,0.15090671,0.077368885,0.26030427,-0.03939936,0.060801953,0.26087278,0.23519628,0.14067638,0.016431287,0.1965275,0.25928336,0.079378426,0.106305346,-0.01084647,-0.48519495,0.07517091,0.23885283,-0.2967915,-0.21662565,0.048085418,0.18658693,-0.03455941,-0.19335397,-0.05822101,0.121582955,-0.19599661,0.15641172,0.28379598,-0.22178374,0.15589036,0.17329834,-0.2005798,-0.119207025,-0.31313476,0.10335809,0.09204566,-0.09221501
72,letter,0.014932542,-0.022514872,-0.022941494,-0.07887431,0.031865332,0.0032060866,-0.16907549,-0.067057125,0.09125646,-0.1234574,0.33837882,0.117302686,-0.20298626,0.040561836,-0.023608353,0.045140278,-0.26857048,0.03697151,0.09290161,-0.049798265,-0.2352413,-0.12021534,0.30021155,-0.06323761,0.119663015,0.14007415,-0.065268084,-0.07274789,0.22532372,-0.017270543,0.003600688,0.07031993,0.19721293,0.0985867,-0.08012647,0.039045665,0.12523273,0.13457482,0.018519644,-0.22234568,-0.06618671,0.00012510938,-0.22666234,0.09499171,0.13620798,0.16520146,0.0471905,-0.07335314,0.07884342,-0.13917546,0.11691422,-0.020452213,-0.06784723,0.20773889,0.11966861,-0.04828252,-0.23146991,-0.040980466,0.09304974,0.005059575
73,letter,-0.019772096,0.08369437,0.07889257,0.01520522,-0.02446278,-0.08448388,0.08725047,0.03579524,0.057279937,-0.15615104,0.21553157,-0.039528012,-0.20541655,0.0096348105,0.2718918,0.106817596,0.07655629,-0.06638869,-0.17399016,0.06823865,-0.23287384,-0.10075601,0.045343336,-0.015641972,-0.1474127,0.024140643,-0.0016090556,0.3701613,0.15191755,0.20731764,0.19340794,0.15535364,-0.1622387,0.27145872,0.08140778,0.1918868,-0.30060944,0.05905715,0.122678004,0.20719044,-0.30037677,-0.031701174,0.17870487,0.041617103,0.2142741,-0.08245266,-0.1256353,-0.0679678,0.006386843,-0.17054358,-0.16735905,-0.034255233,0.004925206,0.15915225,-0.34792235,0.09302108,-0.48969707,0.22245009,-0.10652569,-0.2210266
74,letter,-0.02873544,0.124744214,-0.047958925,0.17874034,0.07851623,0.16788763,0.07444995,0.38869622,-0.13834725,-0.07997093,0.13401882,-0.2551266,-0.33035186,0.23121957,0.32244688,-0.06517706,0.022174563,0.0620383,0.010572513,-0.13709286,0.2088843,-0.051881276,0.085145034,0.13158384,0.042070772,-0.017273622,-0.23462814,0.122641884,-0.029365534,0.06519332,-0.39872554,0.31798446,0.34999278,-0.045813303,0.27716324,0.08193486,-0.3571764,-0.19281214,0.091713496,0.12109783,-0.190853,-0.046727974,-0.34406516,0.0033858395,0.22268574,0.123149194,-0.15779626,-0.10813757,-0.18418457,0.14028063,-0.12142758,-0.077308886,-0.04660083,0.16720976,-0.13146251,0.076592386,-0.18929148,0.057809416,-0.117199525,0.048714593
75,letter,0.17046888,0.027524434,-0.20436308,-0.032812092,0.23682092,-0.0009995485,-0.24639176,-0.026313415,-0.0122587625,-0.009306116,-0.051417097,0.18127207,-0.091059394,0.094461225,0.29285988,-0.27751347,0.040750388,0.008012661,0.12009795,-0.19307742,0.037629325,0.047707167,0.19405608,-0.4176806,-0.08638025,0.23009937,-0.2238365,0.38137412,0.16097876,0.4549216,-0.20001346,-0.059512906,0.29515728,0.07486939,0.14582177,0.09498911,-0.2675435,0.081354916,-0.157193,-0.08776749,-0.12318334,-0.48313442,0.07732434,-0.12043941,0.1303233,0.08703635,0.01080599,0.027838074,0.02533155,-0.2281075,-0.12070379,-0.013074427,-0.24672052,0.20812273,-0.072679654,-0.055400815,-0.40026742,0.15605628,-0.03296081,0.016021185
76,letter,-0.05690653,0.13117813,-0.12560154,-0.16163325,-0.10688365,0.13866425,-0.25898343,-0.054405402,0.049177464,0.028831942,0.10011391,-0.095240384,0.007612638,0.03899819,-0.0417522,-0.055358645,-0.1538838,0.09252871,-0.058543164,-0.15721418,0.21225189,0.40599233,0.43669936,-0.0035887242,-0.0052297274,0.017730903,-0.1411085,0.20413245,0.01884778,0.16824965,-0.3166127,0.032523494,0.22701012,-0.103459254,0.20005225,0.12593928,-0.11533725,-0.1769174,-0.06944368,0.12402628,0.24772562,-0.16043681,-0.1694048,0.07941359,0.015343336,-0.058068242,0.19884922,0.027073074,0.010493514,0.032155257,-0.13138007,-0.064513996,-0.039508495,0.054664437,-0.219501,0.07826698,-0.2531096,0.34702078,0.116584666,0.18870232
77,letter,-0.10939674,-0.04085642,-0.15512536,-0.0038231257,0.14474496,-0.08181442,-0.311393,-0.41857862,0.088659324,-0.07662152,-0.10751955,0.27757317,0.012414342,0.023371473,0.05345895,-0.19736739,-0.008726505,0.20830429,0.013955344,-0.27922308,0.051292233,-0.05915885,0.26137856,-0.17528524,-0.05718782,0.028500305,-0.3059169,0.21092921,-0.21110947,0.1540032,-0.013500549,-0.04976553,0.38418502,0.3019106,-0.014411318,0.14060476,-0.28783897,-0.19684571,0.016321646,-0.16716541,0.02292725,-0.23218408,0.13935013,0.1464159,0.08622723,0.21169478,-0.20176654,-0.030831262,0.040208433,-0.11124709,-0.1799913,0.24301296,-0.059322666,0.6507335,-0.25956476,0.120900355,-0.21437381,0.024658337,0.039038282,-0.18553635
78,letter,0.13252407,-0.10479404,0.1201164,-0.04110564,-0.048342127,0.091566265,0.036452927,0.095900066,-0.19708224,-0.12006513,-0.12157296,0.059829358,-0.19745527,0.08471026,-0.0030162684,0.05920356,-0.13629463,0.023768356,0.055374984,-0.16261823,-0.026237987,0.01933445,0.1898751,0.14128517,-0.10692326,0.075556815,0.004828237,-0.053054813,-0.021947963,-0.002503418,-0.22698615,0.17932877,0.1596996,0.1918632,-0.033198416,0.104548745,0.01643102,0.19116543,-0.34317094,0.10834033,-0.05236524,0.049363423,-0.07416715,0.21350206,0.037375923,0.21733594,-0.10450912,0.03421806,0.103779905,-0.48755747,-0.022075575,-0.09197669,-0.15558442,0.14158973,-0.04374208,0.13829921,-0.10002037,-0.0009999912,0.1912916,0.0904851
79,letter,0.16399956,0.20955387,-0.1694725,0.046050712,-0.18427388,-0.04651361,-0.18738244,-0.12115538,-0.106871836,-0.17789333,-0.02993033,-0.17113383,-0.010772585,-0.19363487,0.20316662,0.05252225,-0.12222638,-0.052758735,0.3133293,0.19452393,0.083169535,0.26963663,0.17804559,0.09527191,0.30291015,0.059314135,0.15843248,0.09836876,0.024401287,0.24667832,-0.33194557,0.39264432,0.21325715,0.0036474024,-0.254453,-0.018149415,-0.4585888,0.069076054,0.12231673,0.025091955,0.046388403,-0.1512,0.088516265,-0.059326384,-0.010634539,0.031087462,0.13413392,0.12500131,0.12409074,-0.5282463,0.018564181,-0.1739688,0.13962416,0.306819,-0.30884066,0.087716244,-0.54112846,0.11700076,0.043055188,-0.11423854
80,letter,0.09779719,-0.01891819,0.047305163,-0.056862734,-0.24315529,0.08210306,0.05443317,-0.48547423,-0.28502855,0.13377294,0.04552125,-0.18056166,-0.06144272,0.051319413,-0.049073063,-0.313265,-0.21268238,0.12566933,0.022658026,0.061251912,-0.28783634,-0.29924652,0.21540073,-0.20851879,0.085063525,-0.023316886,0.096848026,0.33277825,-0.16013536,0.085074626,0.0084233405,0.13029495,0.18420981,0.10895874,0.28888726,0.14441659,-0.34430686,-0.18574883,-0.16286579,0.0803707,-0.24912307,-0.05876602,-0.10552394,-0.040763892,0.1518556,-0.045155767,-0.043390933,0.035768755,0.1931708,0.17260781,0.08419111,-0.08897951,0.06508001,0.25520837,-0.02064847,0.31993598,-0.08027273,-0.31983384,0.40966338,0.16270359
81,letter,-0.049301684,-0.049578924,-0.059811935,0.015921768,-0.06316566,0.40972424,-0.03014804,0.14058818,-0.04555544,-0.12546195,0.111063115,0.26586792,0.123337075,-0.056654382,-0.13107535,-0.1331294,-0.11685375,0.07199925,-0.11895167,0.041541386,0.026908234,0.14742891,0.12964219,-0.16091518,-0.06367318,0.42908016,-0.13734125,0.09272456,0.25975755,0.43517914,-0.04859226,0.3257121,0.0037010075,0.106968984,0.3339394,0.16258882,-0.2503525,-0.07697143,0.03233201,-0.22978596,-0.23957841,0.030507883,-0.17566738,-0.07913446,0.31963345,-0.04925848,0.08710423,-0.09007103,-0.19145918,-0.2902339,-0.07183245,0.19853872,-0.19585142,-0.020662792,0.016874988,0.2488276,-0.28538972,-0.045487847,0.06931596,-0.185952
82,letter,-0.04083016,0.02074909,-0.08533443,-0.07986533,-0.117748745,0.12847939,-0.06062298,0.10525969,-0.17282346,0.029174589,-0.10783232,0.012884598,0.069221534,-0.15466136,-0.10182718,0.001001211,0.043641135,0.017719196,0.048958927,0.03735238,0.11618577,-0.064968005,-0.12649037,-0.019581126,-0.0679151,0.0016449819,-0.056462713,-0.0032118743,0.05068885,-0.033371616,-0.038651142,0.09504364,0.018224575,-0.08933546,0.011502692,0.0038646332,-0.1921789,-0.07429955,0.24637765,0.2748512,0.002753887,-0.026298989,0.03949893,-0.01957209,0.09743837,0.08160554,0.072993875,-0.1475729,0.13590567,0.07722798,0.08066146,-0.014319292,-0.06422173,-0.07642099,0.035143968,-0.054238535,0.059782375,0.07075616,-0.008150054,-0.0017545975
83,letter,-0.18926494,0.099430114,0.02122169,0.04443847,-0.11583321,0.121040165,0.23884578,-0.10655726,-0.027211627,-0.03636289,-0.07879761,0.13180637,0.16326897,-0.061445855,0.11433618,0.13254452,-0.0066559636,-0.10563449,0.043643296,-0.2560798,-0.016719978,-0.017290078,0.13530192,-0.04053622,-0.01268989,0.0043880735,-0.13430524,-0.1667727,0.039637998,0.15954287,-0.114931874,0.32622606,0.13635476,0.15442435,0.3038844,-0.028115762,-0.15808415,-0.050106347,-0.13100922,-0.13715492,0.32398173,-0.007961277,0.020619974,0.053513676,0.14720927,0.23539434,-0.14319839,-0.0839249,-0.27898622,-0.021215398,-0.016519142,0.1507157,0.011497178,0.10281319,-0.2710013,-0.18003559,-0.15347272,0.103789635,0.15064852,0.017578365
84,letter,0.38129732,0.054128554,-0.2534796,-0.14729987,0.08586855,0.17502111,-0.08099953,-0.008827286,-0.2338617,-0.12799262,0.23369843,0.018899238,-0.11149845,0.054298516,0.01915306,-0.16684064,-0.23260175,-0.010132417,0.20957914,-0.12909831,-0.08751303,-0.06524731,0.12455709,-0.10018481,0.023336453,0.15783592,0.20212209,0.0062851333,-0.0021173826,-0.059731998,-0.03685387,0.30335164,0.23866868,-0.01297575,0.1667876,0.11265576,-0.037014946,-0.11937889,-0.028467154,-0.06821119,-0.15735272,-0.0787282,0.008613366,-0.027031057,0.16328648,-0.09318102,0.060300056,-0.0019058856,-0.06146776,0.23473479,-0.119338624,0.020685216,-0.08663764,0.0012789677,-0.40693054,-0.011264343,-0.2511632,0.1543592,0.16962755,0.091526054
85,letter,-0.11363283,0.11870729,-0.30013192,0.03748868,0.053615335,-0.058653574,0.024017721,0.026376639,-0.06348804,-0.24116045,-0.06726098,0.14816661,-0.17568584,-0.042766783,0.002662992,-0.17212869,-0.06684777,0.19642602,0.048019197,-0.23550522,-0.3273064,0.264809,0.05495913,0.19800219,0.05736636,-0.064744495,0.13953726,-0.03284668,0.06891082,0.050637055,-0.06724209,0.17809872,0.44642404,-0.18240564,0.24169073,0.037257183,0.27211368,-0.2049713,-0.105934866,0.24449602,-0.04666804,-0.24310051,0.06585688,0.043531124,0.26710936,-0.1416518,0.18651651,-0.051430773,0.013035043,-0.12731414,-0.026774028,-0.033295706,-0.008349054,0.2611317,-0.30303395,-0.20970653,-0.45496714,0.40146205,0.10481368,-0.15724556
86,letter,-0.21095204,0.2962276,-0.17818531,0.0020817758,0.08812563,0.089426406,-0.036173344,-0.05698955,-0.089017674,-0.30370513,-0.40154564,0.21137938,-0.030371454,0.015968917,-0.2056477,-0.27943757,-0.0952377,0.2128433,0.04364385,-0.04530093,0.21811101,0.16116641,-0.043361656,0.22438838,0.24420278,-0.073207006,-0.21232995,-0.30488047,0.23478228,0.19434223,0.1372826,-0.09112667,0.21542585,-0.15746543,0.042399615,0.32922718,0.10479102,-0.38421318,-0.124657765,0.046690635,-0.10095874,0.040801033,0.14837956,-0.022545058,-0.09833529,0.12638992,0.04000612,-0.07627254,0.0005819964,-0.41333953,0.18807954,0.031715926,0.042370148,0.795569,-0.0822508,0.20029132,-0.20069814,0.16997693,0.058692098,-0.4126125
87,letter,-0.1845571,-0.01284429,-0.22320068,0.114516854,-0.15575773,0.006296288,-0.119875535,-0.17398265,-0.07645375,-0.038995646,-0.11422697,0.055545434,-0.13971944,0.0874071,-0.06947807,0.14792803,-0.15332612,0.26950374,0.18916608,0.14013655,-0.22924146,-0.10986216,0.19783725,-0.12554277,0.011128072,0.1426195,0.18251045,0.056561463,0.20441546,0.16939668,-0.074733704,0.21224111,0.41525206,0.11175568,-0.06355977,0.10745092,0.06720662,-0.16510291,0.17100428,-0.10854577,-0.23695458,0.528812,0.0964744,-0.04103966,0.063968696,-0.10400391,0.15234509,-0.16938946,0.05886232,-8.94412e-05,-0.22664575,-0.2045601,0.021076737,-0.30682126,0.011510483,0.13809934,0.04017337,0.2914787,-0.096652776,-0.31498986
88,letter,-0.22746687,-0.23319799,-0.06332098,-0.05088046,-0.016098304,0.07894148,0.13822632,-0.0326596,-0.250411,-0.17614786,0.079225495,-0.018006885,-0.021189433,0.011183531,0.058139946,-0.029163023,0.0073676296,0.08678943,0.061597113,0.06973044,-0.06060438,-0.0852288,0.15884739,0.10197306,-0.05481193,0.29132324,0.010649461,-0.08829975,-0.019693958,-0.08360407,-0.29325593,-0.20042357,0.09562912,-0.0477816,0.08672794,0.2783461,0.12004454,-0.072867796,0.24734569,-0.054990817,-0.44107398,-0.017034944,0.079678886,0.12205075,-0.018058488,0.23650004,-0.046859246,0.010201152,0.11431401,-0.0739507,0.042389292,-0.047141004,0.121498145,-0.18099752,-0.02462486,0.10476976,-0.04857398,0.12164552,-0.3334077,-0.069586724
89,letter,-0.095046364,0.16815688,-0.20310444,0.07360962,0.04799454,-0.07662986,-0.025571559,0.3135693,-0.14219074,-0.11460518,0.0624908,-0.03578675,-0.21781756,0.17259166,0.22560139,0.05938142,-0.20033348,-0.07128323,-0.000675656,0.104776196,0.20306487,-0.19157787,0.13113537,-0.152298,-0.20094691,0.10282689,-0.13302056,-0.046404194,0.28496456,0.16306424,-0.13719277,0.41286054,0.2446604,0.09967722,0.16411819,0.11971118,-0.19265325,-0.090765074,-0.13531196,0.21406633,-0.22427718,0.074663065,0.08086022,0.022556286,0.1730827,0.13310456,0.17343342,-0.19763784,-0.21378744,-0.08913658,-0.060607586,0.028665992,-0.17823209,0.2545304,-0.35671723,0.1394984,-0.33357045,0.2659055,-0.15404707,-0.09110115
90,punct,-0.9826633,0.89979947,0.71385556,-0.38068777,1.206896,-1.0505136,0.8444844,-1.3144829,-0.26207235,0.7713186,1.052547,1.7632592,0.4049963,1.2368467,-0.6227481,-1.0027163,-0.71780086,-1.3638717,0.9810832,1.0097345,0.56536996,-0.60029,0.7304619,-2.3829796,-0.05146446,-0.896264,-1.2456697,-1.0746573,-0.82624304,-0.6331834,0.6621704,-0.4490834,0.017449785,0.935265,1.313562,-0.09246662,-0.44051126,-1.5254453,1.8628823,-0.28378463,-1.2885722,0.4337562,-0.2838456,0.5843639,-0.8818059,1.4568012,0.77860564,0.4498724,-0.3631745,-1.2510314,-0.41715997,-0.86258185,-0.64039946,0.8659517,1.1083605,0.014382846,0.45065838,0.97415394,1.4312509,-1.1056874
91,punct,2.5224874,-1.1092525,-0.43951753,1.053319,0.2553963,2.2751548,-0.29647097,0.8843568,2.7701948,-0.17826217,-1.3421326,-1.1582128,-0.7547284,0.0039170124,1.1296586,0.68332416,0.679466,-0.10037149,-0.14367214,-0.020029666,0.4556707,1.3186191,-1.1003324,-0.70958424,-1.4752033,-1.3950781,-0.9001551,-1.3718622,1.6735677,-0.44484302,1.5409906,-0.7843919,0.81745064,-0.14657672,1.4824356,0.88759434,-1.5960214,0.9425799,0.04796424,-0.92337966,0.13223882,-1.1204885,-0.056510366,-0.7644859,0.22383945,0.18512541,-0.8084243,-0.5587689,1.5680735,0.053316887,2.2554152,1.9442676,-0.3871431,-0.48212275,-0.774352,0.8213036,-2.156986,-0.38653594,-0.9070463,1.36794
92,punct,1.1037005,0.39716068,-1.2327793,0.23617572,1.296111,2.9002454,0.66291887,2.6235783,0.9769935,-2.1803849,0.64090705,0.040018883,-1.0096928,-1.2626905,0.47126982,0.34878045,-0.6447538,1.3421327,-0.621833,-0.59815043,0.93404853,1.2819581,-1.2386938,0.81601465,-0.8698424,-0.65798575,0.003913525,-0.9806407,0.3540737,-0.7233733,0.71380365,-0.13897628,1.0713592,-0.6475995,-0.44322813,-0.61064917,0.5656392,-0.70006293,-0.6624207,0.3014139,0.7500697,-0.7411388,-1.0977628,1.4860121,-1.2849218,0.2472228,-1.639854,0.14064047,1.5173699,0.8890956,0.97767663,0.3611888,0.33097628,0.17396817,-0.30879596,0.1170924,0.41924548,-1.422367,0.0027329267,2.1144514
93,punct,1.8085095,0.107070595,1.231399,0.9090539,1.3637182,-0.37261775,-1.453229,-1.5716814,-1.7216935,0.28332376,0.6031158,0.7770148,0.90433383,0.15322702,0.60595757,-0.9260891,-1.0408589,1.1838049,1.3052199,2.238574,-0.23105043,2.03227,1.0149133,-0.31491297,0.04866274,0.16296998,1.1030966,0.096975125,-1.4075888,0.21241039,-1.5958083,2.227272,0.8688556,-0.02835456,1.9564568,-1.9276032,0.8479561,-0.14025553,-0.7905863,-1.2033064,-0.6494961,1.1176965,-0.35288706,-1.8900527,2.5599136,1.9879895,0.17870644,0.001974278,0.1895869,-1.2445651,1.319383,1.3074287,-0.34220627,-1.2148434,0.6782653,0.020788502,1.1317383,-0.20283999,0.079474464,-0.0662949
94,punct,-0.17308284,-0.16832848,0.08406402,-0.28986204,-0.088964455,-0.07538964,-0.13295694,-0.3224053,0.06435602,-0.28593156,0.29978177,-0.29385397,-0.13235578,0.21813627,-0.032987703,0.09551076,-0.18733719,0.32703605,0.13497902,0.17525859,0.23027514,-0.28926343,0.4421815,-0.1245479,0.016713364,0.113594174,-0.21577033,-0.42625514,0.26269925,-0.26781154,0.11787516,-0.26851362,0.2209372,0.26137972,0.0058432613,-0.059474446,-0.0029599017,0.22265498,0.32612792,-0.21722251,-0.011585757,0.022786884,0.005260543,-0.0018996116,0.077991866,0.14092563,0.013477719,0.063740835,0.07384799,-0.0863651,0.272162,-0.1333,0.032928735,-0.576852,-0.053099852,0.22950384,0.090877816,0.20653051,0.06492268,-0.16737063
95,punct,-0.199499,-0.15868153,0.037732817,0.09885402,-0.100972906,-0.06070884,-0.0073686847,-0.020574342,0.20096734,0.07072833,1.0867237,0.3707361,0.119689055,0.11330381,0.24406362,0.014399559,-0.10783894,0.7208494,0.24907756,-0.16232456,-0.2598945,0.13099198,-0.21755178,-0.10320203,0.3292073,-0.0625773,0.0152955605,-0.14887297,0.023531096,-0.5356469,-0.002904656,0.022665823,0.18128318,0.3170834,-0.0043351236,-0.29072678,-0.044903144,-0.41051725,0.11466511,0.032843765,0.02778446,0.32379493,-0.015778951,-0.14547737,0.14456622,0.11536073,0.017576575,-0.084598355,-0.18033789,-0.065969065,0.41477534,0.0132909175,-0.42571172,-0.27808517,-0.14532772,-0.053682774,-0.22231507,0.017998656,0.19139126,-0.12751245
96,punct,-0.0023847765,0.066225424,0.08512179,-0.021343796,0.20654008,-0.14585716,-0.22926073,-0.2026515,-0.0630884,-0.0031056146,0.081594855,0.6371499,-0.1352313,0.11503942,-0.028547784,-0.039885174,-0.53798604,0.39672956,0.13209267,0.2607421,0.29846534,0.08735239,0.14189914,-0.23620594,0.38386786,-0.11061082,-0.4077809,0.18021998,0.17058602,-0.21914008,-0.14107588,0.108674325,0.11375725,-0.56824094,-0.26813558,0.26736394,0.038365733,0.05475853,-0.08577133,0.04244293,0.017417442,-0.0661367,0.06179325,0.16479526,-0.10890434,-0.05112081,-0.039344024,-0.0043232227,-0.1329088,-0.2176247,0.21713842,-0.11116052,-0.0416515,-0.20113018,0.16051812,-0.20518349,0.043787576,0.3004057,-0.046397515,0.11954579
97,punct,0.048242316,0.02838278,-0.16667517,0.059587758,0.051607475,-0.09479672,0.13645875,-0.38132894,0.15253639,-0.043892194,0.464984,0.30219325,-0.27701166,0.5218834,-0.12496143,-0.35405284,-0.6976459,0.5688078,-0.12758368,0.04402872,-0.105480455,-0.14403598,-0.09653143,-0.10632808,-0.048829857,0.3573193,-0.008217133,-0.16439521,0.09448963,-0.37842697,0.17936514,0.10704549,0.22274196,-0.2539733,0.007956664,0.12469387,-0.12576628,-0.030717107,0.058207735,-0.0106221605,-0.287215,0.009941489,0.10828349,-0.2093035,0.26143155,0.28437415,-0.0450675,-0.2671112,-0.09659051,0.18280421,-0.016548699,-0.047775976,-0.18918777,-0.34428594,-0.47226033,0.0076369345,0.08742552,0.5944395,-0.35174093,-0.040292528
98,punct,-0.035192117,-0.052190848,0.14999636,-0.10924944,-0.21429606,-0.21121156,-0.05380917,-0.12566066,-0.0328714,-0.31372368,0.35517973,0.5074996,0.011922796,0.29855496,-0.16686344,-0.18556069,-0.0043550706,0.34200013,-0.019558094,0.2834552,-0.083209775,0.21892326,0.12787676,0.26268366,0.10803193,0.096091226,-0.07253517,-0.2180243,0.114842705,-0.42976955,-0.10592528,0.18863465,0.26446086,0.21859257,0.16891806,-0.2027331,0.08337723,0.017417237,-0.05106301,-0.120526806,-0.1619405,0.09626615,-0.22533983,-0.17267573,0.0022111302,-0.036712356,-0.12619543,0.11593372,0.14861478,0.10059063,0.366598,0.19937031,0.16000809,-0.1694387,-0.21593912,-0.124784574,-0.029854417,0.33130318,-0.14373884,-0.36772215
99,punct,-0.09886031,-0.092551865,-0.010120256,0.18806359,0.020334164,-0.4458423,-0.0147310905,0.0829854,-0.13712373,0.00011459302,0.5495929,0.14687473,-0.19590297,-0.089509815,0.02374672,0.0989766,-0.04737059,0.5348288,0.11283645,-0.20905346,-0.44669935,0.052960236,-0.1799136,-0.051710043,0.16189389,0.16998814,0.33658293,0.072635666,0.15508714,-0.4867519,-0.2544768,0.21357322,0.18700016,-0.0014569841,-0.117198646,-0.5409408,-0.06030438,0.044829417,0.12595494,-0.054985523,-0.022793509,-0.0054135663,-0.27338704,-0.01885564,-0.12761658,-0.057654794,0.09551773,-0.13807477,-0.09966384,-0.12102884,0.3148734,-0.062245045,0.007975851,-0.090369925,-0.36377856,0.2755247,-0.21076122,-0.08804378,0.05713255,0.19273235
